fourth_down_attempts_q1,fourth_down_attempts_q2,fourth_down_attempts_q3,fourth_down_attempts_q4,game_id,num_of_,num_of_CENTER,num_of_DEEP LEFT,num_of_DEEP RIGHT,num_of_EXTRA POINT,num_of_FIELD GOAL,num_of_KICK OFF,num_of_LEFT END,num_of_LEFT GUARD,num_of_LEFT TACKLE,num_of_NO HUDDLE SHOTGUN,num_of_NO PLAY,num_of_PASS,num_of_PUNT,num_of_RIGHT END,num_of_RIGHT GUARD,num_of_RIGHT TACKLE,num_of_RUSH,num_of_SACK,num_of_SHORT LEFT,num_of_SHORT MIDDLE,num_of_SHORT RIGHT,num_of_SHOTGUN,num_of_UNDER CENTER,num_of_attempted_two_pt_conversions,num_of_completed_two_pt_conversions,num_of_defensive_penalties_q1,num_of_defensive_penalties_q2,num_of_defensive_penalties_q3,num_of_defensive_penalties_q4,num_of_defensive_penalty_yards_q1,num_of_defensive_penalty_yards_q2,num_of_defensive_penalty_yards_q3,num_of_defensive_penalty_yards_q4,num_of_fumbles_q1,num_of_fumbles_q2,num_of_fumbles_q3,num_of_fumbles_q4,num_of_interceptions_caught_q1,num_of_interceptions_caught_q2,num_of_interceptions_caught_q3,num_of_interceptions_caught_q4,num_of_interceptions_thrown_q1,num_of_interceptions_thrown_q2,num_of_interceptions_thrown_q3,num_of_interceptions_thrown_q4,num_of_offensive_penalties_q1,num_of_offensive_penalties_q2,num_of_offensive_penalties_q3,num_of_offensive_penalties_q4,num_of_offensive_penalty_yards_q1,num_of_offensive_penalty_yards_q2,num_of_offensive_penalty_yards_q3,num_of_offensive_penalty_yards_q4,num_of_passes_attempted_q1,num_of_passes_attempted_q2,num_of_passes_attempted_q3,num_of_passes_attempted_q4,num_of_passes_completed_q1,num_of_passes_completed_q2,num_of_passes_completed_q3,num_of_passes_completed_q4,num_of_sacks_q1,num_of_sacks_q2,num_of_sacks_q3,num_of_sacks_q4,num_of_times_sacked_q1,num_of_times_sacked_q2,num_of_times_sacked_q3,num_of_times_sacked_q4,number_of_first_downs_q1,number_of_first_downs_q2,number_of_first_downs_q3,number_of_first_downs_q4,number_of_successful_fourth_downs_q1,number_of_successful_fourth_downs_q2,number_of_successful_fourth_downs_q3,number_of_successful_fourth_downs_q4,number_of_successful_third_downs_q1,number_of_successful_third_downs_q2,number_of_successful_third_downs_q3,number_of_successful_third_downs_q4,points,third_down_attempts_q1,third_down_attempts_q2,third_down_attempts_q3,third_down_attempts_q4,yards_allowed_q1,yards_allowed_q2,yards_allowed_q3,yards_allowed_q4,yards_moved_q1,yards_moved_q2,yards_moved_q3,yards_moved_q4,fourth_down_attempts_total,num_of_defensive_penalties_total,num_of_defensive_penalty_yards_total,num_of_fumbles_total,num_of_interceptions_caught_total,num_of_interceptions_thrown_total,num_of_offensive_penalties_total,num_of_offensive_penalty_yards_total,num_of_passes_attempted_total,num_of_passes_completed_total,num_of_sacks_total,num_of_times_sacked_total,number_of_first_downs_total,number_of_successful_fourth_downs_total,number_of_successful_third_downs_total,third_down_attempts_total,yards_allowed_total,yards_moved_total
1,3,3,4,2021100307,66,2.0,3.0,6.0,1.0,4.0,7,2.0,4.0,6.0,10.0,2.0,54,6.0,3.0,9.0,9.0,35,7.0,15.0,7.0,21,49,47,1,1,1,0,0,1,15,0,0,43,0,1,0,1,0,1,0,0,0,0,0,0,1,2,3,0,5,10,15,0,8,10,8,19,5,8,6,8,0,1,0,0,2,2,1,1,9,5,5,15,0,0,0,0,3,0,1,1,24,6,4,3,5,13,86,87,81,94,60,91,162,11,2,58,2,1,0,6,30,45,27,1,6,34,0,5,18,267,407
2,1,2,2,2021100307,43,5.0,3.0,2.0,3.0,2.0,6,1.0,1.0,2.0,1.0,,35,6.0,3.0,5.0,6.0,23,1.0,10.0,4.0,15,27,39,0,0,1,1,1,1,4,14,5,22,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,15,4,8,7,9,2,6,5,5,2,2,1,1,0,1,0,0,1,8,4,7,0,0,0,0,0,2,1,0,27,2,3,3,2,94,60,91,162,13,86,87,81,7,4,45,2,0,1,2,15,28,18,6,1,20,0,3,10,407,267
0,4,2,6,2021100310,48,8.0,2.0,5.0,2.0,1.0,4,1.0,4.0,2.0,4.0,1.0,42,6.0,3.0,3.0,4.0,25,2.0,11.0,7.0,16,50,29,1,1,0,1,0,3,0,10,0,38,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,10,0,5,15,12,11,3,16,11,4,1,8,2,1,0,0,0,1,0,1,14,3,6,11,0,0,0,4,1,1,1,0,21,1,5,3,5,-3,83,124,32,188,52,117,139,12,4,48,0,0,1,4,30,42,24,3,2,34,4,3,14,236,496
3,2,2,2,2021100310,51,11.0,3.0,3.0,4.0,,5,2.0,3.0,2.0,5.0,2.0,25,9.0,,5.0,1.0,24,3.0,8.0,3.0,8,33,27,0,0,0,1,0,1,0,7,0,5,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,5,5,5,5,5,8,7,3,4,7,2,0,1,0,1,2,1,0,0,0,5,13,4,0,0,0,0,0,1,0,1,28,3,4,1,5,188,52,117,139,-3,83,124,32,9,2,12,3,1,0,3,15,25,16,2,3,22,0,2,13,496,236
1,4,2,1,2021100304,56,4.0,5.0,2.0,3.0,2.0,6,8.0,9.0,3.0,2.0,2.0,33,5.0,5.0,2.0,1.0,32,3.0,6.0,8.0,11,48,32,0,0,1,0,1,3,5,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,10,15,10,1,15,9,8,1,11,7,5,0,2,0,1,1,1,0,1,2,8,9,9,0,1,0,0,0,1,2,3,27,1,5,5,6,101,-7,22,112,4,121,117,119,8,5,30,0,0,0,5,35,33,24,3,3,28,1,6,17,228,361
2,4,1,2,2021100304,32,3.0,3.0,3.0,2.0,1.0,4,,4.0,3.0,8.0,1.0,33,5.0,1.0,2.0,1.0,14,3.0,7.0,4.0,15,27,23,0,0,0,1,1,2,0,5,5,7,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10,5,0,0,12,5,5,11,9,1,4,8,1,1,0,1,0,2,0,1,7,0,2,10,0,0,0,2,3,0,1,0,17,5,3,2,2,4,121,117,119,101,-7,22,112,9,4,17,2,0,0,2,15,33,22,3,3,19,2,4,12,361,228
2,2,1,0,2021101703,47,1.0,2.0,2.0,3.0,1.0,5,1.0,10.0,4.0,,1.0,25,3.0,,3.0,6.0,25,3.0,7.0,5.0,8,26,42,0,0,1,1,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,10,0,15,5,7,9,4,3,6,6,3,0,2,0,2,2,0,1,0,2,11,9,8,0,1,0,0,0,3,1,0,30,2,4,3,1,96,26,54,130,29,126,91,98,5,2,26,0,1,0,2,25,25,18,4,3,30,1,4,10,306,344
1,2,2,1,2021101703,42,,3.0,3.0,2.0,,3,1.0,6.0,6.0,5.0,1.0,29,4.0,1.0,2.0,5.0,21,4.0,8.0,4.0,8,33,29,0,0,3,0,1,0,20,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,5,0,15,8,5,6,10,5,3,2,8,2,0,1,0,0,2,0,2,9,3,4,10,1,0,0,0,1,1,0,2,20,3,4,2,3,29,126,91,98,96,26,54,130,6,4,24,1,0,1,4,20,29,18,3,4,26,1,4,12,344,306
2,2,2,4,2021101702,61,9.0,5.0,2.0,1.0,5.0,7,3.0,5.0,3.0,,1.0,48,6.0,5.0,3.0,8.0,36,,14.0,4.0,22,39,55,2,2,1,2,2,1,10,25,10,15,1,0,1,1,1,0,0,0,0,0,0,0,0,3,1,2,0,15,0,13,11,12,9,10,7,8,5,8,1,0,2,2,0,0,0,0,7,8,10,8,0,0,0,0,2,1,2,1,40,4,4,4,4,46,77,45,146,77,117,146,173,10,6,60,3,1,0,6,28,42,28,5,0,33,0,6,16,314,513
2,3,1,4,2021101702,50,3.0,4.0,6.0,2.0,2.0,7,4.0,3.0,2.0,7.0,3.0,44,6.0,3.0,1.0,3.0,19,5.0,10.0,11.0,11,47,32,1,1,0,2,0,0,0,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,2,1,0,5,15,5,0,7,12,8,17,4,2,4,8,0,0,0,0,1,0,2,2,6,5,5,10,0,0,0,2,0,2,0,0,22,2,7,4,3,77,117,146,173,46,77,45,146,10,2,3,3,0,1,4,25,44,18,0,5,26,2,2,16,513,314
2,2,0,3,2021100303,56,10.0,1.0,1.0,3.0,1.0,8,1.0,3.0,5.0,4.0,3.0,24,5.0,2.0,4.0,5.0,30,,9.0,1.0,12,20,48,2,2,1,1,0,2,5,0,0,20,2,0,0,0,0,0,2,0,0,0,0,0,2,0,1,1,15,0,5,5,7,10,5,2,4,5,5,1,1,2,1,1,0,0,0,0,9,7,15,4,1,0,0,0,1,1,0,1,38,3,3,1,2,71,95,96,140,126,72,173,57,7,4,25,2,2,0,4,25,24,15,5,0,35,1,3,9,402,428
1,1,3,2,2021100303,44,5.0,5.0,1.0,4.0,1.0,5,4.0,1.0,3.0,4.0,2.0,41,3.0,3.0,2.0,4.0,22,5.0,19.0,6.0,10,40,37,0,0,0,2,0,1,0,7,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,0,5,10,5,5,11,9,16,3,9,4,12,0,0,0,0,1,2,1,1,8,9,3,12,0,0,1,2,1,3,1,0,28,2,4,5,3,126,72,173,57,71,95,96,140,7,3,12,0,0,2,5,20,41,28,0,5,32,3,5,14,428,402
2,4,1,0,2021100301,60,4.0,3.0,4.0,4.0,4.0,9,9.0,6.0,5.0,4.0,1.0,31,1.0,9.0,1.0,1.0,35,1.0,8.0,6.0,10,26,50,0,0,0,2,0,0,0,20,0,0,0,1,2,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,10,0,5,13,9,4,4,8,6,4,1,3,0,0,0,1,0,0,7,10,9,13,1,0,0,0,1,0,2,2,40,3,4,4,2,42,-10,21,121,106,150,179,88,7,2,20,3,4,1,1,10,31,22,4,1,39,1,5,13,174,523
3,2,1,1,2021100301,29,11.0,1.0,3.0,,,1,1.0,,,4.0,,24,5.0,,3.0,2.0,17,4.0,5.0,4.0,9,32,12,0,0,0,2,2,0,0,18,14,0,1,0,0,1,1,0,0,0,1,1,0,2,2,1,1,2,18,15,10,25,6,2,4,12,3,1,2,10,0,1,0,0,1,3,0,0,2,0,2,7,0,0,0,1,1,0,1,0,0,5,2,2,1,106,150,179,88,42,-10,21,121,7,4,32,2,1,4,6,68,24,16,1,4,11,1,2,10,523,174
2,2,2,3,2021100400,56,8.0,1.0,5.0,4.0,,5,5.0,3.0,4.0,3.0,4.0,39,6.0,1.0,6.0,5.0,32,2.0,18.0,1.0,14,39,47,0,0,0,0,3,1,0,0,65,15,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,5,15,0,5,11,15,7,6,7,13,3,2,2,0,1,1,1,0,1,0,8,12,5,8,0,0,1,1,2,2,0,0,28,4,4,2,4,3,51,94,83,99,147,45,89,9,4,80,0,1,0,4,25,39,25,4,2,33,2,4,14,231,380
2,4,0,3,2021100400,36,4.0,4.0,3.0,2.0,1.0,3,2.0,4.0,1.0,4.0,3.0,35,5.0,,3.0,2.0,16,4.0,12.0,2.0,14,39,21,0,0,1,2,1,0,5,23,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,20,0,0,5,8,11,11,3,4,9,6,1,0,1,0,2,0,1,1,1,1,11,3,0,0,0,1,0,1,3,0,14,3,4,3,3,99,147,45,89,3,51,94,83,9,4,33,1,0,1,3,25,35,22,2,4,16,1,4,13,380,231
1,1,2,1,2021100300,49,,4.0,2.0,3.0,1.0,7,3.0,3.0,5.0,5.0,3.0,34,2.0,3.0,3.0,6.0,23,1.0,13.0,3.0,8,44,31,3,3,0,1,2,0,0,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,6,7,7,14,4,6,3,10,0,1,1,0,0,1,0,0,4,12,8,14,0,0,1,0,1,1,0,2,28,2,2,2,3,105,123,90,67,42,142,73,161,5,3,70,0,0,0,3,15,34,23,2,1,38,1,4,9,385,418
2,1,1,2,2021100300,48,1.0,3.0,4.0,3.0,1.0,6,5.0,2.0,8.0,2.0,2.0,44,4.0,3.0,2.0,6.0,27,2.0,12.0,10.0,12,40,38,1,1,0,3,1,2,0,7,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,10,10,0,0,11,14,13,6,7,8,8,3,0,1,0,0,0,1,1,0,8,9,9,6,0,0,0,0,2,3,4,1,36,4,5,5,3,42,142,73,161,105,123,90,67,6,6,16,1,0,0,3,20,44,26,1,2,32,0,10,17,418,385
2,2,0,0,2021093000,39,2.0,3.0,2.0,3.0,2.0,4,2.0,1.0,6.0,2.0,2.0,33,3.0,3.0,4.0,5.0,23,2.0,13.0,7.0,8,29,36,0,0,1,0,0,1,9,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,10,0,0,15,10,3,8,12,7,2,6,11,1,0,0,1,0,1,0,1,5,1,13,10,0,0,0,0,2,0,2,2,30,4,2,2,3,98,142,72,18,91,29,156,152,4,2,13,1,0,0,4,25,33,26,2,2,29,0,6,11,330,428
1,3,2,1,2021093000,44,1.0,3.0,1.0,3.0,,4,3.0,5.0,4.0,2.0,,24,5.0,6.0,5.0,4.0,28,2.0,8.0,3.0,9,40,22,0,0,0,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,5,8,8,3,3,6,6,2,0,1,0,1,1,0,0,1,10,9,4,3,0,0,1,0,1,3,1,1,21,2,5,3,2,91,29,156,152,98,142,72,18,7,4,5,0,0,0,1,5,24,17,2,2,26,1,6,12,428,330
1,1,2,2,2021100302,54,,1.0,3.0,3.0,1.0,5,4.0,7.0,5.0,5.0,1.0,18,4.0,2.0,7.0,9.0,34,1.0,3.0,3.0,6,21,40,0,0,1,4,1,3,8,30,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,3,15,0,4,6,6,2,4,3,4,2,0,1,1,2,0,0,0,1,9,5,8,3,1,0,0,0,1,0,0,1,24,2,2,2,3,57,94,77,122,155,45,109,52,6,9,43,1,0,1,2,18,18,13,4,1,25,1,2,9,350,361
0,2,2,2,2021100302,38,,5.0,2.0,2.0,,3,,5.0,4.0,6.0,1.0,42,3.0,1.0,8.0,4.0,22,4.0,11.0,9.0,11,51,20,0,0,0,0,0,2,0,0,0,11,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,5,10,0,3,12,11,16,2,4,7,11,0,0,0,1,0,1,1,2,5,4,6,9,0,0,0,1,1,2,1,0,14,1,8,3,3,155,45,109,52,57,94,77,122,6,2,11,3,1,0,3,15,42,24,1,4,24,1,4,15,361,350
1,2,2,5,2021092610,49,5.0,5.0,2.0,2.0,3.0,8,1.0,6.0,6.0,10.0,1.0,52,4.0,,2.0,1.0,21,2.0,12.0,15.0,13,61,21,1,1,2,2,1,0,0,19,15,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,15,5,5,10,8,19,3,7,5,13,1,1,0,1,0,1,0,1,9,6,1,10,0,0,0,2,2,2,0,1,22,3,4,3,6,201,102,167,8,54,77,34,120,10,5,34,2,1,0,3,20,42,28,3,2,26,2,5,16,478,285
3,1,0,2,2021092610,57,8.0,8.0,4.0,3.0,3.0,6,1.0,11.0,3.0,7.0,2.0,44,4.0,,8.0,3.0,34,3.0,13.0,7.0,11,45,42,0,0,1,1,1,2,0,5,15,41,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,18,0,20,0,14,10,11,3,8,7,8,2,0,1,0,1,1,1,0,1,6,9,12,4,0,0,0,0,1,2,3,1,35,4,3,3,3,54,77,34,120,201,102,167,8,6,5,61,2,0,1,3,38,38,25,2,3,31,0,7,13,285,478
1,2,2,2,2021092609,58,11.0,5.0,3.0,2.0,4.0,7,7.0,5.0,3.0,1.0,2.0,27,3.0,3.0,4.0,2.0,35,2.0,9.0,3.0,7,32,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,1,2,0,30,10,10,11,7,3,6,8,3,3,6,1,3,0,1,1,0,1,0,11,7,4,8,0,0,0,0,1,1,1,1,26,2,5,3,4,6,49,61,135,137,77,40,118,7,0,0,1,2,0,6,50,27,20,5,2,30,0,4,14,251,372
2,3,2,2,2021092609,26,2.0,4.0,,,,1,4.0,,1.0,1.0,1.0,36,6.0,1.0,3.0,2.0,13,5.0,12.0,6.0,13,41,12,0,0,2,3,1,1,6,29,15,15,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,5,20,0,3,12,9,12,1,8,6,7,1,0,1,0,1,3,0,1,2,4,2,6,0,0,0,0,0,3,1,0,0,2,6,3,2,137,77,40,118,6,49,61,135,9,7,65,0,0,2,3,25,36,22,2,5,14,0,4,13,372,251
3,1,1,2,2021092603,46,19.0,3.0,,3.0,,3,5.0,,1.0,15.0,1.0,35,6.0,2.0,,,27,3.0,13.0,8.0,9,36,21,0,0,0,0,2,0,0,0,15,0,0,0,0,4,0,0,1,0,0,1,1,0,0,1,0,2,0,5,0,20,8,9,3,15,5,8,1,12,0,0,0,0,0,0,0,3,3,8,9,7,0,0,0,1,1,1,0,1,19,4,3,1,4,74,116,183,92,55,115,118,123,7,2,15,4,1,2,3,25,35,26,0,3,27,1,3,12,465,411
3,2,2,3,2021092603,51,16.0,3.0,2.0,4.0,2.0,6,4.0,,,23.0,1.0,35,7.0,6.0,,,26,,13.0,3.0,11,33,20,0,0,1,0,0,1,8,0,0,15,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,2,5,20,0,10,7,8,13,7,6,7,10,7,0,0,0,3,0,0,0,0,7,6,14,7,0,0,1,1,0,1,0,1,31,2,3,2,4,55,115,118,123,74,116,183,92,10,2,23,0,2,1,5,35,35,30,3,0,34,2,2,11,411,465
1,1,2,2,2021092700,66,20.0,1.0,2.0,6.0,,7,4.0,3.0,5.0,5.0,2.0,29,4.0,1.0,3.0,1.0,37,4.0,6.0,5.0,13,31,48,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,2,1,1,5,20,0,12,10,8,6,5,8,6,4,5,0,1,0,1,1,0,2,1,16,8,8,7,0,0,0,1,2,4,1,1,47,2,5,3,4,55,87,200,151,183,123,75,53,6,1,0,2,2,0,5,37,29,23,2,4,39,1,8,14,493,434
2,2,2,2,2021092700,28,3.0,3.0,4.0,3.0,,4,2.0,,,10.0,1.0,44,6.0,,,,5,2.0,16.0,2.0,18,48,8,0,0,4,2,0,1,21,15,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,5,0,10,10,25,8,5,13,18,5,4,8,15,1,0,2,1,0,1,0,1,4,3,8,8,0,0,0,0,0,0,2,2,21,2,2,5,4,183,123,75,53,55,87,200,151,8,7,41,0,0,2,8,45,44,32,4,2,23,0,4,13,434,493
2,2,1,0,2021092613,39,5.0,1.0,,4.0,,4,2.0,1.0,1.0,1.0,,44,5.0,5.0,4.0,2.0,20,5.0,11.0,15.0,14,52,24,0,0,1,1,1,0,25,32,24,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,4,16,9,15,2,9,7,8,0,1,0,0,0,1,0,4,2,8,8,12,0,0,0,0,0,2,3,2,28,2,4,4,3,147,81,52,78,25,104,90,100,5,3,81,2,0,1,2,5,44,26,1,5,30,0,7,13,358,319
1,2,1,2,2021092613,45,14.0,4.0,6.0,3.0,3.0,6,1.0,2.0,4.0,2.0,1.0,34,3.0,,2.0,2.0,25,1.0,9.0,1.0,11,46,22,0,0,0,1,0,4,0,5,0,62,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,15,5,0,0,10,10,6,8,9,7,4,3,0,1,0,4,0,1,0,0,9,7,4,7,0,0,0,0,2,1,0,2,30,4,4,2,4,25,104,90,100,147,81,52,78,6,5,67,1,1,0,3,20,34,23,5,1,27,0,5,14,319,358
2,5,2,4,2021092605,35,2.0,9.0,4.0,1.0,2.0,4,4.0,3.0,2.0,6.0,1.0,52,7.0,,1.0,3.0,15,2.0,15.0,8.0,13,43,29,0,0,0,2,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,10,0,0,4,15,13,20,2,9,11,11,0,2,0,1,1,0,0,1,1,7,7,9,0,0,0,3,0,3,4,1,25,2,6,6,5,115,46,21,40,13,154,137,113,13,2,10,1,0,3,3,10,52,33,3,2,24,3,8,19,222,417
2,2,3,1,2021092605,58,6.0,2.0,1.0,4.0,2.0,5,1.0,6.0,,,1.0,21,5.0,,7.0,6.0,26,3.0,4.0,5.0,8,19,53,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,5,0,12,3,3,3,8,2,1,2,1,0,0,1,0,2,0,1,10,5,4,7,0,0,0,0,3,1,0,2,22,5,3,2,3,13,154,137,113,115,46,21,40,8,1,10,0,3,0,1,5,21,13,2,3,26,0,6,13,417,222
2,0,1,1,2021092608,49,6.0,3.0,1.0,2.0,1.0,5,6.0,6.0,7.0,,,29,2.0,2.0,3.0,3.0,33,1.0,7.0,5.0,13,25,46,1,1,0,1,1,2,0,5,9,10,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,7,3,8,6,6,2,6,0,1,1,1,1,0,0,0,7,10,5,9,1,0,0,0,3,2,0,2,25,7,2,1,3,34,68,72,96,85,164,71,86,4,4,24,2,0,2,0,0,29,20,3,1,31,1,7,13,270,406
2,1,4,2,2021092608,34,4.0,3.0,2.0,1.0,4.0,4,2.0,4.0,2.0,5.0,,40,4.0,1.0,4.0,1.0,18,3.0,9.0,9.0,16,43,18,0,0,1,0,1,1,11,0,15,30,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,5,8,13,14,1,6,5,7,1,0,0,0,0,1,1,1,2,7,7,5,0,0,2,0,0,2,0,1,16,2,3,4,3,85,164,71,86,34,68,72,96,9,3,56,0,2,0,1,10,40,19,1,3,21,2,3,12,406,270
2,2,1,3,2021092607,35,5.0,7.0,1.0,1.0,2.0,3,1.0,4.0,1.0,11.0,4.0,62,4.0,1.0,2.0,2.0,16,4.0,25.0,16.0,13,67,13,0,0,0,1,1,0,0,15,4,0,0,0,0,1,1,0,0,0,1,0,1,0,4,1,2,2,26,10,3,15,10,13,11,28,6,10,6,20,0,0,0,0,1,1,0,2,1,11,5,8,0,0,0,0,0,4,2,4,10,6,6,4,8,89,111,110,20,39,114,79,151,8,2,19,1,1,2,9,54,62,42,0,4,25,0,10,24,330,383
1,1,2,2,2021092607,43,4.0,1.0,1.0,3.0,1.0,5,,3.0,2.0,,2.0,20,5.0,5.0,3.0,5.0,22,,1.0,8.0,6,26,31,0,0,2,0,1,1,18,0,15,11,0,0,0,0,1,0,1,0,1,0,0,0,2,1,2,1,15,10,15,5,6,5,7,2,5,4,6,1,1,1,0,2,0,0,0,0,6,6,10,0,0,0,0,0,2,0,1,0,24,4,1,3,2,39,114,79,151,89,111,110,20,6,4,44,0,2,1,6,45,20,16,4,0,22,0,3,10,383,330
5,5,0,1,2021092602,48,9.0,4.0,1.0,2.0,1.0,4,1.0,,8.0,,3.0,32,7.0,4.0,,6.0,28,2.0,14.0,2.0,11,36,36,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,5,0,0,10,25,0,0,6,10,8,8,3,5,8,6,0,1,0,3,1,1,0,0,3,3,9,10,0,0,0,0,0,0,1,2,17,3,3,1,3,79,139,120,57,29,71,72,111,11,0,0,2,1,0,7,35,32,22,4,2,25,0,3,10,395,283
2,3,2,1,2021092602,42,9.0,6.0,6.0,1.0,5.0,5,2.0,,1.0,2.0,,30,3.0,3.0,,2.0,17,4.0,6.0,4.0,7,52,9,0,0,1,1,0,2,0,5,0,33,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,10,10,0,5,11,9,5,4,5,5,3,1,1,0,0,0,1,0,3,4,9,7,3,0,0,0,1,0,1,0,0,25,2,4,2,3,29,71,72,111,79,139,120,57,8,4,38,1,0,1,3,20,30,17,2,4,23,1,1,11,283,395
2,2,2,3,2021092601,66,1.0,5.0,5.0,2.0,4.0,7,2.0,11.0,2.0,2.0,1.0,31,2.0,2.0,10.0,10.0,38,5.0,8.0,5.0,8,36,52,0,0,0,2,1,1,0,20,48,5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,5,10,10,0,12,12,4,3,7,8,3,1,1,3,3,2,2,1,2,0,6,13,5,10,0,0,0,1,2,4,1,2,26,4,6,3,5,23,18,24,-12,88,143,81,118,9,4,73,0,1,0,3,25,31,19,9,5,34,1,9,18,53,430
2,2,3,3,2021092601,35,1.0,,1.0,,2.0,3,1.0,3.0,5.0,5.0,1.0,23,7.0,,2.0,,12,9.0,13.0,2.0,7,37,7,0,0,2,1,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,10,0,1,3,10,9,1,2,4,1,2,1,2,0,1,3,3,2,3,1,2,1,0,0,0,0,0,0,1,0,6,2,3,6,3,88,143,81,118,23,18,24,-12,10,3,15,0,0,1,2,14,23,8,5,9,7,0,1,14,430,53
0,1,0,2,2021092000,51,5.0,,6.0,5.0,,6,5.0,5.0,,,1.0,29,3.0,6.0,2.0,3.0,26,3.0,8.0,3.0,10,28,47,0,0,0,1,1,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,5,0,20,0,3,7,12,7,3,5,9,5,0,0,0,1,0,1,1,1,8,7,11,6,0,0,0,0,1,0,4,0,35,1,1,4,4,110,92,50,101,75,53,165,44,3,2,15,0,1,0,3,25,29,22,1,3,32,0,5,10,353,337
0,3,1,2,2021092000,33,3.0,4.0,1.0,2.0,1.0,4,3.0,1.0,1.0,3.0,2.0,36,3.0,2.0,4.0,3.0,17,1.0,13.0,10.0,8,33,30,0,0,1,0,3,1,5,0,30,4,0,0,1,1,0,0,0,0,0,0,0,1,2,2,0,1,15,19,0,5,7,9,5,15,7,6,3,11,0,1,1,1,0,0,0,1,7,9,3,5,0,0,0,0,2,0,1,1,17,2,2,2,3,75,53,165,44,110,92,50,101,6,5,39,2,0,1,5,39,36,27,3,1,24,0,4,9,337,353
2,2,2,1,2021091907,42,6.0,1.0,6.0,,2.0,3,2.0,3.0,2.0,14.0,1.0,26,4.0,4.0,2.0,4.0,23,2.0,8.0,,10,34,11,1,1,1,0,1,4,10,0,5,37,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,12,5,4,5,7,1,1,3,0,0,0,0,0,0,1,1,8,1,4,7,0,0,0,0,4,0,1,0,17,7,2,3,1,14,144,55,95,153,87,52,72,7,6,52,1,0,0,2,5,26,12,0,2,20,0,5,13,308,364
3,2,1,1,2021091907,52,14.0,1.0,2.0,2.0,1.0,4,5.0,1.0,1.0,2.0,1.0,31,5.0,6.0,3.0,2.0,32,,15.0,5.0,8,23,52,0,0,2,1,1,2,10,10,10,15,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,7,13,7,4,3,11,6,2,0,0,1,1,0,0,0,0,0,11,5,9,0,1,0,0,0,2,1,3,23,3,4,2,6,153,87,52,72,14,144,55,95,7,6,45,2,0,0,1,15,31,22,2,0,25,1,6,15,364,308
